2016-11-23 13:00:20:645T,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:21:041T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:21:460T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:22:274T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:22:669T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:23:087T,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:23:481T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:23:907T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:24:299T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:24:716T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:25:112T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:25:534T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:25:927T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:26:346T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:26:743T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:27:163T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:27:557T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:27:974T,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:28:370T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:28:787T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:29:184T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:29:600T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:29:998T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:30:414T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:30:809T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:31:228T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:31:624T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:32:042T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:32:439T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:32:857T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:33:252T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:33:671T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:34:067T,0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:34:485T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:34:880T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:35:301T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:35:696T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:36:114T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:36:509T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:36:930T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:37:323T,0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:37:742T,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:38:139T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
2016-11-23 13:00:38:559T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-23 13:00:38:952T,$#0,0,30,30,30,29,26,26,26,30,26,26,30,30,26,26,30,0,26,0,	
