2016-11-23 10:27:06:683T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:07:077T,$#0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:07:497T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:07:895T,0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:08:312T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:08:709T,$#0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:09:128T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:09:525T,$#0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:09:941T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:10:337T,0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:10:754T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:11:151T,0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:11:570T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:11:964T,0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
2016-11-23 10:27:12:384T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-23 10:27:12:781T,$#0,0,28,28,28,27,26,26,26,28,26,26,28,28,26,26,28,0,26,0,	
